#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns-netbios
#open	2019-02-15-16-34-50
#fields	ts	id.orig_h	query
#types	time	addr	string
1550266473.623423	172.16.165.165	WPAD
1550266473.623425	172.16.165.165	WPAD
1550266473.623428	172.16.165.165	WPAD
1550266473.644553	172.16.165.165	WPAD
1550266473.644555	172.16.165.165	WPAD
1550266473.644557	172.16.165.165	WPAD
1550266473.667099	172.16.165.165	WPAD
1550266473.667101	172.16.165.165	WPAD
1550266473.667102	172.16.165.165	WPAD
1550266473.623429	172.16.165.165	WPAD
1550266473.623434	172.16.165.165	WPAD
1550266473.623435	172.16.165.165	WPAD
1550266473.644557	172.16.165.165	WPAD
1550266473.644558	172.16.165.165	WPAD
1550266473.644559	172.16.165.165	WPAD
1550266473.667103	172.16.165.165	WPAD
1550266473.667104	172.16.165.165	WPAD
1550266473.667108	172.16.165.165	WPAD
1550266475.017696	192.168.204.137	WPAD
1550266475.017699	192.168.204.137	WPAD
1550266475.017700	192.168.204.137	WPAD
1550266475.033883	192.168.204.137	WPAD
1550266475.033886	192.168.204.137	WPAD
1550266475.033887	192.168.204.137	WPAD
1550266475.049002	192.168.204.137	WPAD
1550266475.049003	192.168.204.137	WPAD
1550266475.049004	192.168.204.137	WPAD
1550266475.017701	192.168.204.137	WPAD
1550266475.017702	192.168.204.137	WPAD
1550266475.017705	192.168.204.137	WPAD
1550266475.033888	192.168.204.137	WPAD
1550266475.033889	192.168.204.137	WPAD
1550266475.033891	192.168.204.137	WPAD
1550266475.049007	192.168.204.137	WPAD
1550266475.049008	192.168.204.137	WPAD
1550266475.049008	192.168.204.137	WPAD
1550266475.439457	192.168.204.146	WPAD
1550266475.439497	192.168.204.146	WPAD
1550266475.439518	192.168.204.146	WPAD
1550266475.480470	192.168.204.146	WPAD
1550266475.480494	192.168.204.146	WPAD
1550266475.480514	192.168.204.146	WPAD
1550266475.521569	192.168.204.146	WPAD
1550266475.521595	192.168.204.146	WPAD
1550266475.521616	192.168.204.146	WPAD
1550266475.439478	192.168.204.139	WPAD
1550266475.439513	192.168.204.139	WPAD
1550266475.439519	192.168.204.139	WPAD
1550266475.480481	192.168.204.139	WPAD
1550266475.480510	192.168.204.139	WPAD
1550266475.480515	192.168.204.139	WPAD
1550266475.521581	192.168.204.139	WPAD
1550266475.521612	192.168.204.139	WPAD
1550266475.521617	192.168.204.139	WPAD
1550266475.439534	192.168.204.146	WPAD
1550266475.439545	192.168.204.146	WPAD
1550266475.439549	192.168.204.146	WPAD
1550266475.480522	192.168.204.146	WPAD
1550266475.480528	192.168.204.146	WPAD
1550266475.480531	192.168.204.146	WPAD
1550266475.521623	192.168.204.146	WPAD
1550266475.521635	192.168.204.146	WPAD
1550266475.521640	192.168.204.146	WPAD
1550266475.439526	192.168.204.146	WPAD
1550266475.439533	192.168.204.146	WPAD
1550266475.439540	192.168.204.146	WPAD
1550266475.480517	192.168.204.146	WPAD
1550266475.480521	192.168.204.146	WPAD
1550266475.480525	192.168.204.146	WPAD
1550266475.521618	192.168.204.146	WPAD
1550266475.521622	192.168.204.146	WPAD
1550266475.521626	192.168.204.146	WPAD
1550266475.439532	192.168.204.139	WPAD
1550266475.439535	192.168.204.139	WPAD
1550266475.439547	192.168.204.139	WPAD
1550266475.480519	192.168.204.139	WPAD
1550266475.480523	192.168.204.139	WPAD
1550266475.480530	192.168.204.139	WPAD
1550266475.521621	192.168.204.139	WPAD
1550266475.521624	192.168.204.139	WPAD
1550266475.521637	192.168.204.139	WPAD
1550266475.439541	192.168.204.139	WPAD
1550266475.439548	192.168.204.139	WPAD
1550266475.439550	192.168.204.139	WPAD
1550266475.480525	192.168.204.139	WPAD
1550266475.480531	192.168.204.139	WPAD
1550266475.480532	192.168.204.139	WPAD
1550266475.521628	192.168.204.139	WPAD
1550266475.521639	192.168.204.139	WPAD
1550266475.521641	192.168.204.139	WPAD
1550266478.635172	172.16.137.40	MIKE-PC
1550266478.635173	172.16.137.40	MIKE-PC
1550266478.635177	172.16.137.40	MIKE-PC
1550266478.652352	172.16.137.40	MIKE-PC
1550266478.652353	172.16.137.40	MIKE-PC
1550266478.652354	172.16.137.40	MIKE-PC
1550266478.669456	172.16.137.40	MIKE-PC
1550266478.669457	172.16.137.40	MIKE-PC
1550266478.669458	172.16.137.40	MIKE-PC
1550266478.635179	172.16.137.40	MIKE-PC
1550266478.635180	172.16.137.40	MIKE-PC
1550266478.635182	172.16.137.40	MIKE-PC
1550266478.652355	172.16.137.40	MIKE-PC
1550266478.652355	172.16.137.40	MIKE-PC
1550266478.652358	172.16.137.40	MIKE-PC
1550266478.669460	172.16.137.40	MIKE-PC
1550266478.669461	172.16.137.40	MIKE-PC
1550266478.669462	172.16.137.40	MIKE-PC
1550266478.651656	172.16.137.40	MIKE-PC
1550266478.651659	172.16.137.40	MIKE-PC
1550266478.651661	172.16.137.40	MIKE-PC
1550266478.669114	172.16.137.40	MIKE-PC
1550266478.669117	172.16.137.40	MIKE-PC
1550266478.669119	172.16.137.40	MIKE-PC
1550266478.686286	172.16.137.40	MIKE-PC
1550266478.686289	172.16.137.40	MIKE-PC
1550266478.686290	172.16.137.40	MIKE-PC
1550266478.638788	172.16.137.40	WPAD
1550266478.638791	172.16.137.40	WPAD
1550266478.638792	172.16.137.40	WPAD
1550266478.655844	172.16.137.40	WPAD
1550266478.655845	172.16.137.40	WPAD
1550266478.655846	172.16.137.40	WPAD
1550266478.673241	172.16.137.40	WPAD
1550266478.673242	172.16.137.40	WPAD
1550266478.673243	172.16.137.40	WPAD
1550266478.638793	172.16.137.40	WPAD
1550266478.638794	172.16.137.40	WPAD
1550266478.638795	172.16.137.40	WPAD
1550266478.655847	172.16.137.40	WPAD
1550266478.655850	172.16.137.40	WPAD
1550266478.655851	172.16.137.40	WPAD
1550266478.673244	172.16.137.40	WPAD
1550266478.673245	172.16.137.40	WPAD
1550266478.673250	172.16.137.40	WPAD
1550266478.638772	172.16.137.40	WPAD
1550266478.638773	172.16.137.40	WPAD
1550266478.638776	172.16.137.40	WPAD
1550266478.655832	172.16.137.40	WPAD
1550266478.655833	172.16.137.40	WPAD
1550266478.655834	172.16.137.40	WPAD
1550266478.673227	172.16.137.40	WPAD
1550266478.673230	172.16.137.40	WPAD
1550266478.673230	172.16.137.40	WPAD
1550266479.071353	192.168.137.81	ISATAP
1550266479.071376	192.168.137.81	ISATAP
1550266479.071445	192.168.137.81	ISATAP
1550266479.089834	192.168.137.81	ISATAP
1550266479.089879	192.168.137.81	ISATAP
1550266479.089926	192.168.137.81	ISATAP
1550266479.107998	192.168.137.81	ISATAP
1550266479.108032	192.168.137.81	ISATAP
1550266479.108124	192.168.137.81	ISATAP
1550266479.071537	192.168.137.81	WPAD
1550266479.071541	192.168.137.81	WPAD
1550266479.071543	192.168.137.81	WPAD
1550266479.090025	192.168.137.81	WPAD
1550266479.090028	192.168.137.81	WPAD
1550266479.090029	192.168.137.81	WPAD
1550266479.108189	192.168.137.81	WPAD
1550266479.108190	192.168.137.81	WPAD
1550266479.108191	192.168.137.81	WPAD
1550266479.089095	192.168.137.81	WPAD
1550266479.089099	192.168.137.81	WPAD
1550266479.089100	192.168.137.81	WPAD
1550266479.107352	192.168.137.81	WPAD
1550266479.107356	192.168.137.81	WPAD
1550266479.107357	192.168.137.81	WPAD
1550266479.125446	192.168.137.81	WPAD
1550266479.125450	192.168.137.81	WPAD
1550266479.125451	192.168.137.81	WPAD
1550266479.071102	192.168.137.81	ISATAP
1550266479.071183	192.168.137.81	ISATAP
1550266479.071253	192.168.137.81	ISATAP
1550266479.089735	192.168.137.81	ISATAP
1550266479.089770	192.168.137.81	ISATAP
1550266479.089791	192.168.137.81	ISATAP
1550266479.107851	192.168.137.81	ISATAP
1550266479.107893	192.168.137.81	ISATAP
1550266479.107938	192.168.137.81	ISATAP
1550266479.071322	192.168.137.81	ISATAP
1550266479.071330	192.168.137.81	ISATAP
