#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	dns-netbios
#open	2019-02-15-16-34-50
#fields	ts	id.orig_h	query
#types	time	addr	string
1550266479.071348	192.168.137.81	ISATAP
1550266479.089824	192.168.137.81	ISATAP
1550266479.089826	192.168.137.81	ISATAP
1550266479.089833	192.168.137.81	ISATAP
1550266479.107986	192.168.137.81	ISATAP
1550266479.107988	192.168.137.81	ISATAP
1550266479.107995	192.168.137.81	ISATAP
1550266479.071318	192.168.137.81	WPAD
1550266479.071335	192.168.137.81	WPAD
1550266479.071344	192.168.137.81	WPAD
1550266479.089821	192.168.137.81	WPAD
1550266479.089827	192.168.137.81	WPAD
1550266479.089832	192.168.137.81	WPAD
1550266479.107983	192.168.137.81	WPAD
1550266479.107991	192.168.137.81	WPAD
1550266479.107994	192.168.137.81	WPAD
1550266479.640955	10.10.100.139	0.GRAVATAR.COM
1550266479.641505	10.10.100.139	0.GRAVATAR.COM
1550266479.641585	10.10.100.139	0.GRAVATAR.COM
1550266479.701271	10.10.100.139	0.GRAVATAR.COM
1550266479.701868	10.10.100.139	0.GRAVATAR.COM
1550266479.702349	10.10.100.139	0.GRAVATAR.COM
1550266479.761126	10.10.100.139	0.GRAVATAR.COM
1550266479.761768	10.10.100.139	0.GRAVATAR.COM
1550266479.762271	10.10.100.139	0.GRAVATAR.COM
1550266479.641635	10.10.100.139	AD.TURN.COM
1550266479.643124	10.10.100.139	AD.TURN.COM
1550266479.643320	10.10.100.139	AD.TURN.COM
1550266479.702390	10.10.100.139	AD.TURN.COM
1550266479.702918	10.10.100.139	AD.TURN.COM
1550266479.703018	10.10.100.139	AD.TURN.COM
1550266479.762309	10.10.100.139	AD.TURN.COM
1550266479.762787	10.10.100.139	AD.TURN.COM
1550266479.762883	10.10.100.139	AD.TURN.COM
1550266479.617449	10.10.100.139	BACKUP.AVG.CZ
1550266479.617451	10.10.100.139	BACKUP.AVG.CZ
1550266479.617463	10.10.100.139	BACKUP.AVG.CZ
1550266479.677912	10.10.100.139	BACKUP.AVG.CZ
1550266479.677916	10.10.100.139	BACKUP.AVG.CZ
1550266479.677927	10.10.100.139	BACKUP.AVG.CZ
1550266479.737715	10.10.100.139	BACKUP.AVG.CZ
1550266479.737719	10.10.100.139	BACKUP.AVG.CZ
1550266479.738094	10.10.100.139	BACKUP.AVG.CZ
1550266479.596136	10.10.100.139	WPAD
1550266479.596137	10.10.100.139	WPAD
1550266479.596138	10.10.100.139	WPAD
1550266479.656926	10.10.100.139	WPAD
1550266479.656927	10.10.100.139	WPAD
1550266479.656930	10.10.100.139	WPAD
1550266479.716693	10.10.100.139	WPAD
1550266479.716694	10.10.100.139	WPAD
1550266479.716695	10.10.100.139	WPAD
1550266479.583119	10.10.100.139	WPAD
1550266479.583123	10.10.100.139	WPAD
1550266479.583125	10.10.100.139	WPAD
1550266479.643706	10.10.100.139	WPAD
1550266479.643707	10.10.100.139	WPAD
1550266479.643711	10.10.100.139	WPAD
1550266479.703346	10.10.100.139	WPAD
1550266479.703349	10.10.100.139	WPAD
1550266479.703350	10.10.100.139	WPAD
1550266479.583129	10.10.100.139	WPAD
1550266479.583132	10.10.100.139	WPAD
1550266479.583136	10.10.100.139	WPAD
1550266479.643714	10.10.100.139	WPAD
1550266479.643718	10.10.100.139	WPAD
1550266479.643720	10.10.100.139	WPAD
1550266479.703356	10.10.100.139	WPAD
1550266479.703357	10.10.100.139	WPAD
1550266479.703361	10.10.100.139	WPAD
1550266479.641640	10.10.100.139	D.CHANGO.COM
1550266479.643123	10.10.100.139	D.CHANGO.COM
1550266479.643323	10.10.100.139	D.CHANGO.COM
1550266479.702394	10.10.100.139	D.CHANGO.COM
1550266479.702917	10.10.100.139	D.CHANGO.COM
1550266479.703019	10.10.100.139	D.CHANGO.COM
1550266479.762311	10.10.100.139	D.CHANGO.COM
1550266479.762786	10.10.100.139	D.CHANGO.COM
1550266479.762884	10.10.100.139	D.CHANGO.COM
1550266479.641579	10.10.100.139	I.CTNSNET.COM
1550266479.641738	10.10.100.139	I.CTNSNET.COM
1550266479.643286	10.10.100.139	I.CTNSNET.COM
1550266479.702344	10.10.100.139	I.CTNSNET.COM
1550266479.702468	10.10.100.139	I.CTNSNET.COM
1550266479.702991	10.10.100.139	I.CTNSNET.COM
1550266479.762265	10.10.100.139	I.CTNSNET.COM
1550266479.762388	10.10.100.139	I.CTNSNET.COM
1550266479.762856	10.10.100.139	I.CTNSNET.COM
1550266480.603025	172.16.101.196	GREGORY-PC
1550266480.603029	172.16.101.196	GREGORY-PC
1550266480.603030	172.16.101.196	GREGORY-PC
1550266480.638421	172.16.101.196	GREGORY-PC
1550266480.638424	172.16.101.196	GREGORY-PC
1550266480.638425	172.16.101.196	GREGORY-PC
1550266480.673361	172.16.101.196	GREGORY-PC
1550266480.673364	172.16.101.196	GREGORY-PC
1550266480.673365	172.16.101.196	GREGORY-PC
1550266480.603040	172.16.101.196	WPAD
1550266480.603044	172.16.101.196	WPAD
1550266480.603048	172.16.101.196	WPAD
1550266480.638434	172.16.101.196	WPAD
1550266480.638439	172.16.101.196	WPAD
1550266480.638440	172.16.101.196	WPAD
1550266480.673376	172.16.101.196	WPAD
1550266480.673382	172.16.101.196	WPAD
1550266480.673383	172.16.101.196	WPAD
1550266480.637369	172.16.101.196	WPAD
1550266480.637387	172.16.101.196	WPAD
1550266480.637431	172.16.101.196	WPAD
1550266480.672467	172.16.101.196	WPAD
1550266480.672483	172.16.101.196	WPAD
1550266480.672524	172.16.101.196	WPAD
1550266480.707603	172.16.101.196	WPAD
1550266480.707618	172.16.101.196	WPAD
1550266480.707656	172.16.101.196	WPAD
1550266480.606208	172.16.101.196	WPAD
1550266480.606211	172.16.101.196	WPAD
1550266480.606212	172.16.101.196	WPAD
1550266480.641900	172.16.101.196	WPAD
1550266480.641903	172.16.101.196	WPAD
1550266480.641904	172.16.101.196	WPAD
1550266480.677069	172.16.101.196	WPAD
1550266480.677072	172.16.101.196	WPAD
1550266480.677073	172.16.101.196	WPAD
1550266480.637998	172.16.101.196	WPAD
1550266480.638119	172.16.101.196	WPAD
1550266480.672999	172.16.101.196	WPAD
1550266480.673099	172.16.101.196	WPAD
1550266480.708137	172.16.101.196	WPAD
1550266480.708242	172.16.101.196	WPAD
1550266481.791168	192.168.122.200	ISATAP
1550266481.791172	192.168.122.200	ISATAP
1550266481.791173	192.168.122.200	ISATAP
1550266481.824249	192.168.122.200	ISATAP
1550266481.824250	192.168.122.200	ISATAP
1550266481.824251	192.168.122.200	ISATAP
1550266481.857450	192.168.122.200	ISATAP
1550266481.857451	192.168.122.200	ISATAP
1550266481.857454	192.168.122.200	ISATAP
1550266481.791043	192.168.122.200	ISATAP
1550266481.791082	192.168.122.200	ISATAP
1550266481.791104	192.168.122.200	ISATAP
1550266481.824163	192.168.122.200	ISATAP
1550266481.824181	192.168.122.200	ISATAP
1550266481.824197	192.168.122.200	ISATAP
1550266481.857361	192.168.122.200	ISATAP
1550266481.857381	192.168.122.200	ISATAP
1550266481.857403	192.168.122.200	ISATAP
1550266481.820340	192.168.122.200	WPAD
1550266481.820343	192.168.122.200	WPAD
1550266481.820344	192.168.122.200	WPAD
1550266481.853834	192.168.122.200	WPAD
1550266481.853835	192.168.122.200	WPAD
1550266481.853838	192.168.122.200	WPAD
1550266481.886613	192.168.122.200	WPAD
1550266481.886614	192.168.122.200	WPAD
1550266481.886614	192.168.122.200	WPAD
1550266481.791085	192.168.122.200	WPAD
1550266481.791114	192.168.122.200	WPAD
1550266481.791122	192.168.122.200	WPAD
1550266481.824183	192.168.122.200	WPAD
1550266481.824204	192.168.122.200	WPAD
1550266481.824211	192.168.122.200	WPAD
1550266481.857383	192.168.122.200	WPAD
1550266481.857409	192.168.122.200	WPAD
1550266481.857416	192.168.122.200	WPAD
1550266481.791021	192.168.122.200	ISATAP
1550266481.791027	192.168.122.200	ISATAP
1550266481.791035	192.168.122.200	ISATAP
1550266481.824149	192.168.122.200	ISATAP
1550266481.824153	192.168.122.200	ISATAP
1550266481.824160	192.168.122.200	ISATAP
1550266481.856851	192.168.122.200	ISATAP
1550266481.856855	192.168.122.200	ISATAP
1550266481.857353	192.168.122.200	ISATAP
1550266481.791125	192.168.122.200	ISATAP
1550266481.791131	192.168.122.200	ISATAP
1550266481.791148	192.168.122.200	ISATAP
1550266481.824212	192.168.122.200	ISATAP
1550266481.824217	192.168.122.200	ISATAP
1550266481.824233	192.168.122.200	ISATAP
1550266481.857416	192.168.122.200	ISATAP
1550266481.857422	192.168.122.200	ISATAP
1550266481.857435	192.168.122.200	ISATAP
1550266481.791151	192.168.122.200	ISATAP
1550266481.791162	192.168.122.200	ISATAP
1550266481.791164	192.168.122.200	ISATAP
1550266481.824236	192.168.122.200	ISATAP
1550266481.824243	192.168.122.200	ISATAP
1550266481.824244	192.168.122.200	ISATAP
1550266481.857440	192.168.122.200	ISATAP
1550266481.857446	192.168.122.200	ISATAP
1550266481.857447	192.168.122.200	ISATAP
1550266481.791176	192.168.122.200	ISATAP
1550266481.791177	192.168.122.200	ISATAP
1550266481.791178	192.168.122.200	ISATAP
1550266481.824255	192.168.122.200	ISATAP
1550266481.824256	192.168.122.200	ISATAP
1550266481.824257	192.168.122.200	ISATAP
1550266481.857456	192.168.122.200	ISATAP
1550266481.857457	192.168.122.200	ISATAP
1550266481.857458	192.168.122.200	ISATAP
