#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	software
#open	2019-02-15-16-27-02
#fields	ts	host	host_p	software_type	name	version.major	version.minor	version.minor2	version.minor3	version.addl	unparsed_version	o_host	QQ_num	o_host
#types	time	addr	port	enum	string	count	count	count	count	string	string	addr	string	addr
1550266482.368115	10.200.2.252	-	HTTP::BROWSER	Chrome	36	0	1985	143	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36	-	-	-
1550266482.368150	10.200.2.252	-	HTTP::BROWSER	MSIE	11	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	-	-	-
1550266482.369619	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.369672	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.370612	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.371310	10.200.2.252	-	HTTP::BROWSER	Chrome	38	0	2125	111	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36	-	-	-
1550266482.371345	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.371426	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.371450	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.371473	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.371544	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.372172	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.376886	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.376979	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.377024	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.377399	10.200.2.252	-	HTTP::BROWSER	Chrome	35	0	1916	153	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	-	-	-
1550266482.379416	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	103	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36	-	-	-
1550266482.379475	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.379506	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.381050	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	102	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36	-	-	-
1550266482.381085	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.382126	10.200.2.252	-	HTTP::BROWSER	Chrome	35	0	1916	153	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	-	-	-
1550266482.382158	10.200.2.252	-	HTTP::BROWSER	Chrome	38	0	2125	111	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36	-	-	-
1550266482.382189	10.200.2.252	-	HTTP::BROWSER	MSIE	8	0	-	-	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)	-	-	-
1550266482.382226	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	103	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36	-	-	-
1550266482.382842	10.200.2.252	-	HTTP::BROWSER	Firefox	35	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0	-	-	-
1550266482.382927	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.382944	10.200.2.252	-	HTTP::BROWSER	MSIE	9	0	-	-	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	-	-	-
1550266482.387608	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.387631	10.200.2.252	-	HTTP::BROWSER	Chrome	36	0	1985	143	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36	-	-	-
1550266482.387691	10.200.2.252	-	HTTP::BROWSER	Chrome	38	0	2125	111	-	Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36	-	-	-
1550266482.387726	10.200.2.252	-	HTTP::BROWSER	Firefox	35	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0	-	-	-
1550266482.388310	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.390247	10.200.2.252	-	HTTP::BROWSER	Chrome	36	0	1985	143	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36	-	-	-
1550266482.390281	10.200.2.252	-	HTTP::BROWSER	MSIE	11	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	-	-	-
1550266482.391712	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.391760	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.393183	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.393400	10.200.2.252	-	HTTP::BROWSER	Chrome	38	0	2125	111	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36	-	-	-
1550266482.393434	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.393515	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 5.1; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.393538	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.393567	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.393637	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.394369	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.399138	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.399219	10.200.2.252	-	HTTP::BROWSER	Firefox	33	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:33.0) Gecko/20100101 Firefox/33.0	-	-	-
1550266482.399282	10.200.2.252	-	HTTP::BROWSER	Firefox	31	0	-	-	-	Mozilla/5.0 (Windows NT 6.2; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0	-	-	-
1550266482.399379	10.200.2.252	-	HTTP::BROWSER	Chrome	35	0	1916	153	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	-	-	-
1550266482.401602	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	103	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36	-	-	-
1550266482.401659	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.401685	10.200.2.252	-	HTTP::BROWSER	Firefox	34	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0	-	-	-
1550266482.403209	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	102	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36	-	-	-
1550266482.403244	10.200.2.252	-	HTTP::BROWSER	Chrome	39	0	2171	95	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36	-	-	-
1550266482.404219	10.200.2.252	-	HTTP::BROWSER	Chrome	35	0	1916	153	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36	-	-	-
1550266482.404252	10.200.2.252	-	HTTP::BROWSER	Chrome	38	0	2125	111	-	Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/38.0.2125.111 Safari/537.36	-	-	-
1550266482.404278	10.200.2.252	-	HTTP::BROWSER	MSIE	8	0	-	-	-	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)	-	-	-
1550266482.404313	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	103	-	Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36	-	-	-
1550266482.404981	10.200.2.252	-	HTTP::BROWSER	Firefox	35	0	-	-	-	Mozilla/5.0 (Windows NT 6.1; WOW64; rv:35.0) Gecko/20100101 Firefox/35.0	-	-	-
1550266482.405065	10.200.2.252	-	HTTP::BROWSER	Chrome	37	0	2062	120	-	Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.120 Safari/537.36	-	-	-
1550266482.405082	10.200.2.252	-	HTTP::BROWSER	MSIE	9	0	-	-	-	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)	-	-	-
1550266483.207017	192.168.122.163	-	HTTP::BROWSER	MSIE	11	0	-	-	-	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/7.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0)	-	-	-
