#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-09-16-05-00-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1568624485.133714	COntHgTkbOUwcWM54	192.168.1.114	59226	93.148.247.159	445	premature_connection_reuse	-	F	zeek
1568624485.133720	CsXSxr2K5C6bShYZk	192.168.1.114	59237	92.99.182.74	445	premature_connection_reuse	-	F	zeek
1568624485.133765	CETJzt100nCVc0DXHi	192.168.1.114	59284	93.148.247.160	445	premature_connection_reuse	-	F	zeek
1568624485.133773	CMz5hb2CHP8LSMj9L4	192.168.1.114	59295	107.154.226.167	445	premature_connection_reuse	-	F	zeek
1568624485.133777	CqD4rB1knEoC5TXKth	192.168.1.114	59297	93.148.247.160	445	premature_connection_reuse	-	F	zeek
1568624485.133834	CHYVM83M64xmFU1Uc2	192.168.1.114	59383	181.196.135.126	445	premature_connection_reuse	-	F	zeek
1568624485.133901	CBvg6S3fLA9SzLPxk	192.168.1.114	59505	2.51.20.153	445	premature_connection_reuse	-	F	zeek
1568624485.133911	CLVGC217oNmlwsSgm	192.168.1.114	59528	2.51.20.153	445	premature_connection_reuse	-	F	zeek
1568624485.133958	CaaX1Fw8gBjsQuVo7	192.168.1.114	59594	72.22.244.164	445	premature_connection_reuse	-	F	zeek
1568624485.133983	C7kx1T2JHMTeZhBKal	192.168.1.114	59660	92.99.182.74	445	premature_connection_reuse	-	F	zeek
1568624485.133994	C8RzKR2ZW5aaVEsk27	192.168.1.114	59674	93.148.247.160	445	premature_connection_reuse	-	F	zeek
1568624485.134162	C2TFFkhDkVVJuiqd8	192.168.1.114	59698	107.154.226.168	445	premature_connection_reuse	-	F	zeek
1568624485.134171	CzWQCI2Ke2GgbR5LKd	192.168.1.114	59729	93.148.247.161	445	premature_connection_reuse	-	F	zeek
1568624485.134174	C7BBsc4AtdrNJv3K04	192.168.1.114	59741	93.148.247.161	445	premature_connection_reuse	-	F	zeek
1568624485.134174	CEbEu911qfaveAoAgf	192.168.1.114	59742	92.99.182.75	445	premature_connection_reuse	-	F	zeek
1568624485.134186	CHd8Sw1fZbhMEgZXHe	192.168.1.114	59755	92.99.182.75	445	premature_connection_reuse	-	F	zeek
1568624485.134209	CUjejF4qJqw7DokyFc	192.168.1.114	59812	72.22.244.166	445	premature_connection_reuse	-	F	zeek
1568624485.134214	CqQIzH1u4N0IUdEIn9	192.168.1.114	59834	72.22.244.166	445	premature_connection_reuse	-	F	zeek
1568624485.134224	CKNpM04GAxXOLldzef	192.168.1.114	59889	181.196.135.130	445	premature_connection_reuse	-	F	zeek
1568624485.134229	CWN7vo4uSxRg7HV8zd	192.168.1.114	59911	181.196.135.130	445	premature_connection_reuse	-	F	zeek
1568624485.134237	C4VB4wxOsw3GOECwk	192.168.1.114	59947	2.51.20.153	445	premature_connection_reuse	-	F	zeek
1568624485.134258	Clrucu4Xf6e40au8Xg	192.168.1.114	60023	2.51.20.154	445	premature_connection_reuse	-	F	zeek
1568624485.134262	COBwvFJpXugO3xjrl	192.168.1.114	60044	2.51.20.154	445	premature_connection_reuse	-	F	zeek
1568624485.134433	Cj5f092h99mu4kEJZ5	192.168.1.114	60110	107.154.226.169	445	premature_connection_reuse	-	F	zeek
1568624485.134436	CSSt8J1ucXH70QIOC3	192.168.1.114	60123	93.148.247.161	445	premature_connection_reuse	-	F	zeek
1568624485.134449	Cdd1d14TADWrdyUrE9	192.168.1.114	60167	92.99.182.75	445	premature_connection_reuse	-	F	zeek
1568624485.134451	CxRG3ZavP1rS4FC99	192.168.1.114	60179	93.148.247.162	445	premature_connection_reuse	-	F	zeek
1568624485.134454	CRWrOq3RtW23Y7ZUX9	192.168.1.114	60180	93.148.247.162	445	premature_connection_reuse	-	F	zeek
1568624485.134474	CxfTVg1BnsDvC0P6l1	192.168.1.114	60258	72.22.244.166	445	premature_connection_reuse	-	F	zeek
1568624485.134493	CjKGpM1k4WMKrhdea9	192.168.1.114	60353	72.22.244.167	445	premature_connection_reuse	-	F	zeek
1568624485.134494	CnBlO14gKdeXfLmhRa	192.168.1.114	60365	92.99.182.77	445	premature_connection_reuse	-	F	zeek
1568624485.134496	CDrwOMluPhR9IYW8	192.168.1.114	60366	181.196.135.130	445	premature_connection_reuse	-	F	zeek
1568624485.134499	CzAoqBc1wC1j0SQI2	192.168.1.114	60380	72.22.244.167	445	premature_connection_reuse	-	F	zeek
1568624485.134500	CJ5bJP3qZLQ6zohof8	192.168.1.114	60381	92.99.182.77	445	premature_connection_reuse	-	F	zeek
1568624485.134685	C5S3vC3E4bpsqmvFNg	192.168.1.114	60455	2.51.20.154	445	premature_connection_reuse	-	F	zeek
1568624485.134703	CuBHuQ3oq7HQhzXW8b	192.168.1.114	60524	107.154.226.170	445	premature_connection_reuse	-	F	zeek
1568624485.134715	CnYJod1AXZs2YWxC48	192.168.1.114	60570	93.148.247.162	445	premature_connection_reuse	-	F	zeek
1568624485.134730	CSG9204tEJNKZejsnf	192.168.1.114	60627	93.148.247.163	445	premature_connection_reuse	-	F	zeek
1568624485.134733	CEaW2Z3pCmqZQCVnc	192.168.1.114	60629	93.148.247.163	445	premature_connection_reuse	-	F	zeek
1568624485.134765	CV12xRy5TbAAuYjJ5	192.168.1.114	60792	92.99.182.77	445	premature_connection_reuse	-	F	zeek
1568624485.134766	CALebI3dnRSVl7h1Oc	192.168.1.114	60805	72.22.244.167	445	premature_connection_reuse	-	F	zeek
1568624485.134956	C05m0c1dvOhKqHVmGj	192.168.1.114	60936	107.154.226.171	445	premature_connection_reuse	-	F	zeek
1568624485.134969	CTuz8O3my9LElRSqB9	192.168.1.114	60996	92.99.182.79	445	premature_connection_reuse	-	F	zeek
1568624485.134971	CcvCFE48zcOR8BFNbh	192.168.1.114	61017	93.148.247.163	445	premature_connection_reuse	-	F	zeek
1568624485.134973	CvRLI23HUGCXmFvSQg	192.168.1.114	61019	92.99.182.79	445	premature_connection_reuse	-	F	zeek
1568624485.134975	CZHuH64uCHGS7Pk8pi	192.168.1.114	61030	72.22.244.169	445	premature_connection_reuse	-	F	zeek
1568624485.134981	Cb8SaL3QMa6SwR7I89	192.168.1.114	61042	72.22.244.169	445	premature_connection_reuse	-	F	zeek
1568624485.135015	C408jh12D1QmONLwR4	192.168.1.114	61133	2.51.20.160	445	premature_connection_reuse	-	F	zeek
1568624485.135019	CD2jpd2V9nrzbtmkOh	192.168.1.114	61145	2.51.20.160	445	premature_connection_reuse	-	F	zeek
1568624485.135027	Cq6SFeLjd5PpzXJJ2	192.168.1.114	61188	93.148.247.165	445	premature_connection_reuse	-	F	zeek
1568624485.135030	CepxdYsnQPSGqol47	192.168.1.114	61199	93.148.247.165	445	premature_connection_reuse	-	F	zeek
1568624485.135212	CGxOoOQNO2CaArD76	192.168.1.114	61221	181.196.135.137	445	premature_connection_reuse	-	F	zeek
1568624485.135230	Cvbp4z1316A5ixcpyk	192.168.1.114	61245	181.196.135.137	445	premature_connection_reuse	-	F	zeek
1568624485.135243	Cdg2Ax4KFFResZLlsd	192.168.1.114	61342	107.154.226.172	445	premature_connection_reuse	-	F	zeek
1568624485.135256	C7FUo3nJInqxdsGse	192.168.1.114	61430	92.99.182.79	445	premature_connection_reuse	-	F	zeek
1568624485.135261	CZkRQekM2hqqrgSy	192.168.1.114	61473	72.22.244.169	445	premature_connection_reuse	-	F	zeek
1568624485.135276	CW8waIZjvlLRZwwW3	192.168.1.114	61519	92.99.182.80	445	premature_connection_reuse	-	F	zeek
1568624485.135282	CjOTeiibVNcH4dgXf	192.168.1.114	61543	92.99.182.80	445	premature_connection_reuse	-	F	zeek
1568624485.135284	CJbvf11M29h4C92JLb	192.168.1.114	61553	2.51.20.160	445	premature_connection_reuse	-	F	zeek
1568624485.135289	Cpzpjw4QX5BeiBxjH7	192.168.1.114	61564	72.22.244.170	445	premature_connection_reuse	-	F	zeek
1568624485.135292	Cy3dx51Ll5Km1VEDpi	192.168.1.114	61574	93.148.247.165	445	premature_connection_reuse	-	F	zeek
1568624485.135299	CC6L7F3Sg9i6bUsZKg	192.168.1.114	61587	72.22.244.170	445	premature_connection_reuse	-	F	zeek
1568624485.135490	CNmwIo16JpycnY0m7h	192.168.1.114	61634	93.148.247.166	445	premature_connection_reuse	-	F	zeek
1568624485.135496	CFFQ1H3LQfgAw8H753	192.168.1.114	61646	93.148.247.166	445	premature_connection_reuse	-	F	zeek
1568624485.135510	CYCvY545vJ8tpqtCV1	192.168.1.114	61710	181.196.135.137	445	premature_connection_reuse	-	F	zeek
1568624485.135518	CFiCju2QCFooKYOp6	192.168.1.114	61745	2.51.20.162	445	premature_connection_reuse	-	F	zeek
1568624485.135519	C4HM1A3mKHo2ZZfbqc	192.168.1.114	61756	107.154.226.173	445	premature_connection_reuse	-	F	zeek
1568624485.135533	CxVjRXcHy6e5qZuB2	192.168.1.114	61820	82.81.48.246	445	premature_connection_reuse	-	F	zeek
1568624485.135537	CtpwRu1ZipnLqgIry3	192.168.1.114	61821	82.81.48.246	445	premature_connection_reuse	-	F	zeek
1568624485.135545	Cm78g12GNqfOZ0rku	192.168.1.114	61857	2.51.20.162	445	premature_connection_reuse	-	F	zeek
1568624485.135552	C8yoTgpBz6f67wKhj	192.168.1.114	61900	78.129.220.44	445	premature_connection_reuse	-	F	zeek
1568624485.135553	C2hE3H38khBHhIyIT3	192.168.1.114	61901	78.129.220.44	445	premature_connection_reuse	-	F	zeek
1568624485.135565	CDeRv51MuQWCQuuuU8	192.168.1.114	61953	92.99.182.80	445	premature_connection_reuse	-	F	zeek
1568624485.135574	CG4EBD2anE9Y1ywKnb	192.168.1.114	62010	72.22.244.170	445	premature_connection_reuse	-	F	zeek
1568624485.135576	CSIb5z2DCjwZZJxwI9	192.168.1.114	62021	93.148.247.166	445	premature_connection_reuse	-	F	zeek
1568624485.135742	C0AkBonnOFJDGXjVk	192.168.1.114	62042	92.99.182.81	445	premature_connection_reuse	-	F	zeek
1568624485.135748	CTTC3h4kQ5j0q6xSX6	192.168.1.114	62054	92.99.182.81	445	premature_connection_reuse	-	F	zeek
1568624485.135754	CAxkqb4UrvF3rkveId	192.168.1.114	62076	93.148.247.167	445	premature_connection_reuse	-	F	zeek
1568624485.135758	CUBw4V2bGWpgs4jIdl	192.168.1.114	62089	93.148.247.167	445	premature_connection_reuse	-	F	zeek
1568624485.135781	Co18hB1aphqt7gjAL1	192.168.1.114	62167	107.154.226.174	445	premature_connection_reuse	-	F	zeek
1568624485.135798	C94mPS1lucFXcxpPkj	192.168.1.114	62202	82.81.48.246	445	premature_connection_reuse	-	F	zeek
1568624485.135806	Cjmcl43h3Pp4GFHKBk	192.168.1.114	62236	72.22.244.172	445	premature_connection_reuse	-	F	zeek
1568624485.135809	CAqCgKNse9Z9ZjmN5	192.168.1.114	62247	78.129.220.44	445	premature_connection_reuse	-	F	zeek
1568624485.135811	CzxNY813rZBLM8HhH2	192.168.1.114	62258	72.22.244.172	445	premature_connection_reuse	-	F	zeek
1568624485.136016	CJwqLO8tAMepTfZz8	192.168.1.114	62465	93.148.247.167	445	premature_connection_reuse	-	F	zeek
1568624485.136016	CoTuH812uaS6qRBOf	192.168.1.114	62466	92.99.182.81	445	premature_connection_reuse	-	F	zeek
1568624485.136036	CrxMnJ2KI03tL8T5n4	192.168.1.114	62565	107.154.226.175	445	premature_connection_reuse	-	F	zeek
1568624485.136049	CZlh4o1SGZ6LQsLyM6	192.168.1.114	62632	93.148.247.169	445	premature_connection_reuse	-	F	zeek
1568624485.136055	C0GC7s1giUg9F0Ngpe	192.168.1.114	62645	93.148.247.169	445	premature_connection_reuse	-	F	zeek
1568624485.136064	CtrcZc1VciCZf0zTya	192.168.1.114	62677	72.22.244.172	445	premature_connection_reuse	-	F	zeek
1568624485.136265	C5HS4pDh6AZAOqkt7	192.168.1.114	62777	72.22.244.173	445	premature_connection_reuse	-	F	zeek
1568624485.136268	CEvaNb3eoI65qIwMpg	192.168.1.114	62790	92.99.182.84	445	premature_connection_reuse	-	F	zeek
1568624485.136269	CitCwW3KSbM6pttN0b	192.168.1.114	62791	72.22.244.173	445	premature_connection_reuse	-	F	zeek
1568624485.136271	CbTb1lHWpNa4pPNB4	192.168.1.114	62801	92.99.182.84	445	premature_connection_reuse	-	F	zeek
1568624485.136289	C978F31bImXH3F48d3	192.168.1.114	62902	181.196.135.147	445	premature_connection_reuse	-	F	zeek
1568624485.136293	CmwrlU1L8f3VsOJLZ6	192.168.1.114	62922	181.196.135.147	445	premature_connection_reuse	-	F	zeek
1568624485.136303	C5o7V52Yl7vSMPW2xb	192.168.1.114	62981	107.154.226.176	445	premature_connection_reuse	-	F	zeek
1568624485.136316	CwmPuv4ylVCUe0h9xj	192.168.1.114	63024	93.148.247.169	445	premature_connection_reuse	-	F	zeek
1568624485.136352	CJyj2A26DBMaHA7go8	192.168.1.114	63215	72.22.244.173	445	premature_connection_reuse	-	F	zeek
1568624485.136352	C6FW3N2yOJf8uFtZ59	192.168.1.114	63225	92.99.182.84	445	premature_connection_reuse	-	F	zeek
1568624485.136544	CATnFDkotpLTobIA5	192.168.1.114	63302	93.148.247.172	445	premature_connection_reuse	-	F	zeek
1568624485.136548	CoHZu84R6d0Rpc0fX2	192.168.1.114	63313	93.148.247.172	445	premature_connection_reuse	-	F	zeek
1568624485.136561	CHvMDq2hx6Gvfnlj85	192.168.1.114	63390	107.154.226.177	445	premature_connection_reuse	-	F	zeek
1568624485.136562	CU2jIo2k9XL29GZLD5	192.168.1.114	63391	181.196.135.147	445	premature_connection_reuse	-	F	zeek
1568624485.136577	CLUGvP1F0Ryjfd8jM7	192.168.1.114	63437	72.22.244.175	445	premature_connection_reuse	-	F	zeek
1568624485.136581	C6kjyd4oelbj78nR9h	192.168.1.114	63451	72.22.244.175	445	premature_connection_reuse	-	F	zeek
1568624485.136596	CcQHHE1MtutTPEufFa	192.168.1.114	63535	92.99.182.87	445	premature_connection_reuse	-	F	zeek
1568624485.136599	CyxLe746AQsMBPUvsa	192.168.1.114	63548	92.99.182.87	445	premature_connection_reuse	-	F	zeek
1568624485.136789	CrUvQN2RRTg7HIz6i1	192.168.1.114	63691	93.148.247.172	445	premature_connection_reuse	-	F	zeek
1568624485.136810	CADRh3aUcnSxwDPMl	192.168.1.114	63802	107.154.226.178	445	premature_connection_reuse	-	F	zeek
1568624485.136821	Ccseri3c3IklmVafTl	192.168.1.114	63879	72.22.244.175	445	premature_connection_reuse	-	F	zeek
1568624485.136837	CYmskA4hcSGxCkPz7	192.168.1.114	63967	92.99.182.87	445	premature_connection_reuse	-	F	zeek
1568624485.136839	CSPEtw3m1oIEm9t8Y4	192.168.1.114	63978	72.22.244.176	445	premature_connection_reuse	-	F	zeek
1568624485.136839	CTUG7C05n4QUhl3mb	192.168.1.114	63979	93.148.247.175	445	premature_connection_reuse	-	F	zeek
1568624485.136843	CiGqJW3VbTCjoIHVpe	192.168.1.114	63993	93.148.247.175	445	premature_connection_reuse	-	F	zeek
1568624485.136845	CQbFAX3w8bbsMQ6rTc	192.168.1.114	63994	72.22.244.176	445	premature_connection_reuse	-	F	zeek
1568624485.137053	CHIa4c3TcJVoKPF7Aa	192.168.1.114	64202	107.154.226.179	445	premature_connection_reuse	-	F	zeek
1568624485.137060	CmMXNe8NiXOYc0PBd	192.168.1.114	64235	181.196.135.154	445	premature_connection_reuse	-	F	zeek
1568624485.137071	CNMKlb1oqQuGtWrQT6	192.168.1.114	64261	181.196.135.154	445	premature_connection_reuse	-	F	zeek
1568624485.137087	CR8s5H3K6T1pRJEdK9	192.168.1.114	64368	93.148.247.175	445	premature_connection_reuse	-	F	zeek
1568624485.137102	CXNKAa13A7PX2h4KGl	192.168.1.114	64413	93.148.247.176	445	premature_connection_reuse	-	F	zeek
1568624485.137103	CP51XZILWRdt3MLFa	192.168.1.114	64425	72.22.244.176	445	premature_connection_reuse	-	F	zeek
1568624485.137106	C68AbB4lpvRENlGKQ4	192.168.1.114	64427	93.148.247.176	445	premature_connection_reuse	-	F	zeek
1568624485.137122	CoERXGBpz9LjQ9Ha	192.168.1.114	64509	92.99.182.92	445	premature_connection_reuse	-	F	zeek
1568624485.137123	Ccuryl4KaW30M5iB0d	192.168.1.114	64510	72.22.244.177	445	premature_connection_reuse	-	F	zeek
1568624485.137126	CjrW2HrgQyueuviRk	192.168.1.114	64523	92.99.182.92	445	premature_connection_reuse	-	F	zeek
1568624485.137129	Cj5GCuLQKUbz97Rmc	192.168.1.114	64535	72.22.244.177	445	premature_connection_reuse	-	F	zeek
1568624485.137322	CX77u93BRLHyq1lXC8	192.168.1.114	64615	107.154.226.180	445	premature_connection_reuse	-	F	zeek
1568624485.137325	CLd7mC3d43yRHhK38b	192.168.1.114	64616	172.199.187.1	445	SYN_inside_connection	-	F	zeek
1568624485.137344	ChsVOk2kt2h4DAIIPk	192.168.1.114	64728	181.196.135.154	445	premature_connection_reuse	-	F	zeek
1568624485.137365	CUCThH2DTTbJzSwRf2	192.168.1.114	64803	93.148.247.176	445	premature_connection_reuse	-	F	zeek
1568624485.137378	C3tR6SYaspe4YoZca	192.168.1.114	64857	93.148.247.177	445	premature_connection_reuse	-	F	zeek
1568624485.137380	Cj5MHPPMpVEpEos6k	192.168.1.114	64868	93.148.247.177	445	premature_connection_reuse	-	F	zeek
1568624485.137395	CKpwvM3IreybRLNag7	192.168.1.114	64933	92.99.182.92	445	premature_connection_reuse	-	F	zeek
1568624485.137398	CKE2Jj3McoXDuyqGT4	192.168.1.114	64956	72.22.244.177	445	premature_connection_reuse	-	F	zeek
1568624485.137575	CStuWO2eg9fi3FvCkd	192.168.1.114	65021	107.154.226.181	445	premature_connection_reuse	-	F	zeek
1568624485.137608	CYmrch2Vmk379CCOdc	192.168.1.114	65241	93.148.247.177	445	premature_connection_reuse	-	F	zeek
1568624485.137627	CMWOJi1QMD7uCVkU43	192.168.1.114	65288	72.22.244.180	445	premature_connection_reuse	-	F	zeek
1568624485.137633	Cem3kX13eeqX8V0aF4	192.168.1.114	65312	72.22.244.180	445	premature_connection_reuse	-	F	zeek
1568624485.137648	CQI2Ni1S1mXkorxLBk	192.168.1.114	65387	92.99.182.96	445	premature_connection_reuse	-	F	zeek
1568624485.137651	CtY2RK22XVV2IOQEZf	192.168.1.114	65399	82.81.7.39	445	premature_connection_reuse	-	F	zeek
1568624485.137653	CuvkAU3u7dKKkuDjl2	192.168.1.114	65400	92.99.182.96	445	premature_connection_reuse	-	F	zeek
1568624485.137657	CoNYPz3iDiQ6n88Txf	192.168.1.114	65412	93.148.247.179	445	premature_connection_reuse	-	F	zeek
1568624485.137831	CyHSSB4MScSlnQEVQ4	192.168.1.114	65423	93.148.247.179	445	premature_connection_reuse	-	F	zeek
1568624485.137833	CBB4nA2x81rz3DVEPf	192.168.1.114	65425	107.154.226.182	445	premature_connection_reuse	-	F	zeek
1568624485.137869	C6cc2W27aTau8pf6Y4	192.168.1.114	49337	2.51.20.162	445	premature_connection_reuse	-	F	zeek
1568624485.137870	ChqQqCDo74eNGnBq9	192.168.1.114	49348	72.22.244.180	445	premature_connection_reuse	-	F	zeek
1568624485.137883	CLPirC2g6XkBJG0sy6	192.168.1.114	49416	93.148.247.179	445	premature_connection_reuse	-	F	zeek
1568624485.137892	C59nMg1B0OCG90CG09	192.168.1.114	49442	92.99.182.96	445	premature_connection_reuse	-	F	zeek
1568624485.138033	Cz5lrw3IYrp3BAwbAk	192.168.1.114	49451	107.154.226.183	445	premature_connection_reuse	-	F	zeek
1568624485.138036	Cy96Vt3Vw1WnGn0g84	192.168.1.114	49454	72.22.244.181	445	premature_connection_reuse	-	F	zeek
1568624485.138045	CHAPCRtNtu1MXiC25	192.168.1.114	49477	72.22.244.181	445	premature_connection_reuse	-	F	zeek
1568624485.138046	CEvfOcOnZGgrLa8i7	192.168.1.114	49478	93.148.247.180	445	premature_connection_reuse	-	F	zeek
1568624485.138051	CcZWPo3MhfJr0UPCI5	192.168.1.114	49490	93.148.247.180	445	premature_connection_reuse	-	F	zeek
1568624485.138120	CEdZnD2VcmTjmueLG8	192.168.1.114	49763	92.99.182.99	445	premature_connection_reuse	-	F	zeek
1568624485.138122	CqQZR7jmreFk5qepl	192.168.1.114	49775	92.99.182.99	445	premature_connection_reuse	-	F	zeek
1568624485.138293	Cg2XhliQrgkQbCcNe	192.168.1.114	49851	107.154.226.184	445	premature_connection_reuse	-	F	zeek
1568624485.138294	C3vDl64teHeKiyAyB7	192.168.1.114	49862	93.148.247.180	445	premature_connection_reuse	-	F	zeek
1568624485.138306	CRu5OG207q0Ak31TVl	192.168.1.114	49897	72.22.244.181	445	premature_connection_reuse	-	F	zeek
1568624485.138327	C4uqlu4JUyd5iVPyMj	192.168.1.114	49986	181.196.135.168	445	premature_connection_reuse	-	F	zeek
1568624485.138342	CcQkbkrlEFe4Ebmrl	192.168.1.114	50020	181.196.135.168	445	premature_connection_reuse	-	F	zeek
1568624485.138344	CRH1Ok2BpNCiGn6KPd	192.168.1.114	50031	93.148.247.182	445	premature_connection_reuse	-	F	zeek
1568624485.138346	C84Ng6lFdvbrLphB6	192.168.1.114	50042	93.148.247.182	445	premature_connection_reuse	-	F	zeek
1568624485.138360	C3TZwE3qNOefuxRp97	192.168.1.114	50084	2.51.20.163	445	premature_connection_reuse	-	F	zeek
1568624485.138367	CigclDkStsQrCYbsi	192.168.1.114	50108	2.51.20.163	445	premature_connection_reuse	-	F	zeek
1568624485.138379	C7F3vo4wEaM79X9S5	192.168.1.114	50194	92.99.182.99	445	premature_connection_reuse	-	F	zeek
1568624485.138560	CPK0XI1tS2JkNvI06	192.168.1.114	50261	107.154.226.185	445	premature_connection_reuse	-	F	zeek
1568624485.138581	Cc82Mg3QizZKtNSl21	192.168.1.114	50416	93.148.247.182	445	premature_connection_reuse	-	F	zeek
1568624485.138589	CelEvE2TlgTrUTCP2k	192.168.1.114	50458	72.22.244.186	445	premature_connection_reuse	-	F	zeek
1568624485.138591	CdxJgN57HjWuohduf	192.168.1.114	50470	93.148.247.183	445	premature_connection_reuse	-	F	zeek
1568624485.138594	CJXDVp4RgaiKx5Lm1h	192.168.1.114	50482	72.22.244.186	445	premature_connection_reuse	-	F	zeek
1568624485.138598	Ce3In14acoazwv9nKe	192.168.1.114	50484	93.148.247.183	445	premature_connection_reuse	-	F	zeek
1568624485.138608	CK7sNY3HSPHOA1H7w6	192.168.1.114	50515	92.99.182.102	445	premature_connection_reuse	-	F	zeek
1568624485.138611	Cc3Rrt3dzFQ6PuS0X4	192.168.1.114	50518	2.51.20.163	445	premature_connection_reuse	-	F	zeek
1568624485.138620	CAgyar3uzPWx6lL9Sh	192.168.1.114	50529	92.99.182.102	445	premature_connection_reuse	-	F	zeek
1568624485.138643	CKaLOe2JD8GZ7ayl83	192.168.1.114	50606	181.196.135.168	445	premature_connection_reuse	-	F	zeek
1568624485.138819	Cf4wQR2OHzudNji4Xl	192.168.1.114	50671	107.154.226.186	445	premature_connection_reuse	-	F	zeek
1568624485.138836	CLp3UQ3hq6tHeokdKf	192.168.1.114	50824	2.51.20.166	445	premature_connection_reuse	-	F	zeek
1568624485.138839	Cv7DGvOq5pMcKYJQl	192.168.1.114	50845	2.51.20.166	445	premature_connection_reuse	-	F	zeek
1568624485.138841	CkQGCn20IQzy3ooNd	192.168.1.114	50858	93.148.247.183	445	premature_connection_reuse	-	F	zeek
1568624485.138850	C8zSMf3jvb9JvcajW9	192.168.1.114	50903	72.22.244.186	445	premature_connection_reuse	-	F	zeek
1568624485.138855	CHTbM7RNHwCu2Ob0f	192.168.1.114	50912	93.148.247.184	445	premature_connection_reuse	-	F	zeek
1568624485.138861	Cglu1Q2R3Wx4XyGdT7	192.168.1.114	50924	93.148.247.184	445	premature_connection_reuse	-	F	zeek
1568624485.138873	C3oeBn2jOMcahxUlJ4	192.168.1.114	50937	92.99.182.102	445	premature_connection_reuse	-	F	zeek
1568624485.138882	CsMoqU2DHwThdSiSe	192.168.1.114	50970	181.196.135.171	445	premature_connection_reuse	-	F	zeek
1568624485.138888	Cwi6xr3kcqfCH4yUm9	192.168.1.114	50992	181.196.135.171	445	premature_connection_reuse	-	F	zeek
1568624485.138901	CFoRNGbIkk9p66q9d	192.168.1.114	51038	92.99.182.103	445	premature_connection_reuse	-	F	zeek
1568624485.139076	CvMbvn29s3U335YC3e	192.168.1.114	51050	92.99.182.103	445	premature_connection_reuse	-	F	zeek
1568624485.139084	CiR3do1N6tmemnTCol	192.168.1.114	51084	107.154.226.187	445	premature_connection_reuse	-	F	zeek
1568624485.139093	CnGxD536eI0UvGUQI2	192.168.1.114	51117	72.22.244.188	445	premature_connection_reuse	-	F	zeek
1568624485.139098	CgiByX1zuXlKiTHK6e	192.168.1.114	51139	72.22.244.188	445	premature_connection_reuse	-	F	zeek
1568624485.139121	CANLIY12CSXMqU6Rm3	192.168.1.114	51269	2.51.20.166	445	premature_connection_reuse	-	F	zeek
1568624485.139127	C5y1q51d6q2m3O9nZ8	192.168.1.114	51290	79.143.180.151	445	SYN_inside_connection	-	F	zeek
1568624485.139132	Cg38r04uIQtTys4Xu1	192.168.1.114	51301	93.148.247.184	445	premature_connection_reuse	-	F	zeek
1568624485.139155	Ck1hZB3u0vjhrK8AWb	192.168.1.114	51454	181.196.135.171	445	premature_connection_reuse	-	F	zeek
1568624485.139157	CiUqeF1fmz4Oi7zuaf	192.168.1.114	51455	92.99.182.103	445	premature_connection_reuse	-	F	zeek
1568624485.139334	C4tk433QCeoYLzvJK1	192.168.1.114	51480	107.154.226.188	445	premature_connection_reuse	-	F	zeek
1568624485.139350	CAfZwc1nt9cGCbs2Ie	192.168.1.114	51555	92.99.182.104	445	premature_connection_reuse	-	F	zeek
1568624485.139351	COpB2K3Po1AttwXKzg	192.168.1.114	51556	72.22.244.188	445	premature_connection_reuse	-	F	zeek
1568624485.139356	Cpmwiu4jF742JlM2v3	192.168.1.114	51569	92.99.182.104	445	premature_connection_reuse	-	F	zeek
1568624485.139360	CeO8H82vtjvWNtsjn3	192.168.1.114	51580	93.148.247.187	445	premature_connection_reuse	-	F	zeek
1568624485.139360	C4XBrs4U2DCCkjLf2	192.168.1.114	51581	181.196.135.172	445	premature_connection_reuse	-	F	zeek
1568624485.139362	CCg8c01HzFKNeGL8cg	192.168.1.114	51593	2.51.20.169	445	premature_connection_reuse	-	F	zeek
1568624485.139363	Ca3KcJ1KFBsLV2p1U2	192.168.1.114	51594	93.148.247.187	445	premature_connection_reuse	-	F	zeek
1568624485.139366	C28XsC23YzWk7XOPhd	192.168.1.114	51604	78.129.220.94	445	premature_connection_reuse	-	F	zeek
1568624485.139369	Cn8GS11g9zQCezQSZf	192.168.1.114	51606	78.129.220.94	445	premature_connection_reuse	-	F	zeek
1568624485.139371	CQCCqP31RVNc8AOKA5	192.168.1.114	51607	2.51.20.169	445	premature_connection_reuse	-	F	zeek
1568624485.139379	CE32JT2cbJk3Qu9CMj	192.168.1.114	51618	181.196.135.172	445	premature_connection_reuse	-	F	zeek
1568624485.139405	CiZu9m18cFFHIhdxji	192.168.1.114	51660	72.22.244.189	445	premature_connection_reuse	-	F	zeek
1568624485.139412	CWZrnQcNbg7KvK4Yg	192.168.1.114	51681	72.22.244.189	445	premature_connection_reuse	-	F	zeek
1568624485.139601	CcTlZX1n8dYS9MU4h3	192.168.1.114	51881	107.154.226.189	445	premature_connection_reuse	-	F	zeek
1568624485.139609	CTKCul32n2och3EBUd	192.168.1.114	51936	78.129.220.94	445	premature_connection_reuse	-	F	zeek
1568624485.139615	CDB88q1bMaG7oJF0G4	192.168.1.114	51958	78.129.220.95	445	premature_connection_reuse	-	F	zeek
