#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-09-16-05-00-03
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1568624428.593689	CHwwXt4SBGEKm7C1y	10.11.27.102	49426	92.222.95.48	443	premature_connection_reuse	-	F	zeek
1568624428.593818	CN3vom4ASCXYxVtjI7	10.11.27.102	49432	92.222.95.48	443	premature_connection_reuse	-	F	zeek
1568624428.593859	CLkLRj4ecOj5zu5mCa	10.11.27.102	49435	92.222.95.48	443	premature_connection_reuse	-	F	zeek
1568624428.599023	ClBTtXi3fLjOplN1d	10.11.27.102	49436	185.202.103.26	5000	SYN_inside_connection	-	F	zeek
1568624428.599123	CENLSr4F0KypOHPpJc	10.11.27.102	49451	92.222.95.48	443	premature_connection_reuse	-	F	zeek
1568624428.599124	Cvwu1h34gkVxdju8S8	10.11.27.102	49452	92.222.95.48	443	premature_connection_reuse	-	F	zeek
1568624429.048493	CeRvTr1gFP2Ddbm0ml	10.5.30.103	49644	108.179.192.59	80	premature_connection_reuse	-	F	zeek
1568624429.542792	CNotcH32w4IQleDiYe	10.8.4.102	49213	145.239.190.17	80	premature_connection_reuse	-	F	zeek
1568624429.542797	CQWtkQ2lC7LCH2tDEk	10.8.4.102	49214	188.165.10.177	80	premature_connection_reuse	-	F	zeek
1568624429.542804	Cgd9a13W0d4glNsjQi	10.8.4.102	49215	51.255.20.152	80	premature_connection_reuse	-	F	zeek
1568624429.542814	CeRpaN1gV8OYLU5BFa	10.8.4.102	49217	51.255.20.152	80	premature_connection_reuse	-	F	zeek
1568624429.542819	ChY0Yp1lOZkZINMlBg	10.8.4.102	49218	51.255.20.152	80	premature_connection_reuse	-	F	zeek
1568624429.546183	Cpl7M84b1xhmlJ2KIk	10.8.4.102	49220	172.86.120.121	80	SYN_inside_connection	-	F	zeek
1568624430.047578	CWjvjM3VcXwvcErd8e	10.2.3.101	49249	67.210.245.241	80	premature_connection_reuse	-	F	zeek
1568624430.047681	CHL9hd2qAFphv3PJWa	10.2.3.101	49258	66.135.60.199	80	premature_connection_reuse	-	F	zeek
1568624430.047896	CwdiCw2LMzavjjQmH8	10.2.3.101	49299	186.2.163.47	443	SYN_inside_connection	-	F	zeek
1568624430.047897	Cfc2GD1MA0oFRr5V7i	10.2.3.101	49300	186.2.163.47	443	SYN_inside_connection	-	F	zeek
1568624430.531879	CElPpS1qY8l3LfksOc	10.4.25.101	1027	204.79.197.200	80	SYN_inside_connection	-	F	zeek
1568624430.532008	CJqCLEPe1eDbKFJ0h	10.4.25.101	1029	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532070	CuzFit1ksMKv1LsnE1	10.4.25.101	1032	23.0.208.16	443	premature_connection_reuse	-	F	zeek
1568624430.532328	CIlGm11wPYkoG78wIa	10.4.25.101	1035	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532367	CepTSEMM4HGjFSZzj	10.4.25.101	1037	23.0.208.16	80	SYN_inside_connection	-	F	zeek
1568624430.532386	Cf2ioTytzM6emxoUe	10.4.25.101	1038	23.0.208.16	443	premature_connection_reuse	-	F	zeek
1568624430.532423	ChUeNj1keojrfIsIMg	10.4.25.101	1040	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532491	COTLWN2WpjFHxBrKBi	10.4.25.101	1044	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532525	ClrXygESkyF3w1CVl	10.4.25.101	1046	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532538	C9AFJz2MsOaYytO9W3	10.4.25.101	1047	23.40.69.85	80	active_connection_reuse	-	F	zeek
1568624430.532545	CuNOhU3L4u5a40jDt9	10.4.25.101	1048	23.40.69.85	443	premature_connection_reuse	-	F	zeek
1568624430.532569	C9R1dJ3FRBWCOPYIGc	10.4.25.101	1050	157.56.148.19	80	SYN_inside_connection	-	F	zeek
1568624430.532610	CtwO674sf9embTcDl8	10.4.25.101	1052	8.254.230.158	80	SYN_inside_connection	-	F	zeek
1568624430.532775	CVtpFR1aBIZqhoSwIh	10.4.25.101	1055	195.154.72.149	80	SYN_inside_connection	-	F	zeek
1568624430.532792	Cpk4jz233HpaOECVGb	10.4.25.101	1056	23.40.70.75	80	SYN_inside_connection	-	F	zeek
1568624431.042722	CpiKk12JYj8xkb7VFa	10.7.17.104	49243	194.58.0.0	80	SYN_inside_connection	-	F	zeek
1568624431.042733	Chc01N2KxJkuNIdS6e	10.7.17.104	49244	188.225.78.136	80	SYN_inside_connection	-	F	zeek
1568624431.043034	Cgfb0FiwdufgRWM49	10.7.17.104	49247	185.118.65.143	443	premature_connection_reuse	-	F	zeek
1568624431.043687	CgQ3OC43J9wQZogvPi	10.7.17.104	49248	46.105.57.169	80	premature_connection_reuse	-	F	zeek
1568624431.043920	C5Cep93CBO0yvUMZdl	10.7.17.104	49249	46.105.57.169	80	premature_connection_reuse	-	F	zeek
1568624431.044574	CXHDBm2BUF3HmNLHGd	10.7.17.104	49250	185.100.222.41	80	premature_connection_reuse	-	F	zeek
1568624431.597651	CFDnGJ37y9TY3aKVVf	10.1.2.101	49178	185.189.56.84	443	premature_connection_reuse	-	F	zeek
1568624431.603338	C1K0sH1eDhCzUR83B4	10.1.2.101	49186	177.11.55.92	80	premature_connection_reuse	-	F	zeek
1568624431.618880	Ci7gyx3aXE7RuifWVd	10.1.2.101	49158	177.11.55.92	80	premature_connection_reuse	-	F	zeek
1568624432.156760	C8A03a3JjbviI0dLTl	10.11.21.102	49167	202.239.38.163	443	premature_connection_reuse	-	F	zeek
1568624432.157225	CthP3k3J9EH79PLFI4	10.11.21.102	49171	92.53.78.210	443	premature_connection_reuse	-	F	zeek
1568624432.157243	C9pnJS22vIR3ZzISSa	10.11.21.102	49173	92.53.78.210	443	premature_connection_reuse	-	F	zeek
1568624432.157338	C7sxfEKgfSTwGfTa8	10.11.21.102	49188	216.58.216.78	80	SYN_inside_connection	-	F	zeek
1568624432.157344	Cjmd2E2dUlzrVzu7p3	10.11.21.102	49189	92.53.78.210	443	SYN_inside_connection	-	F	zeek
1568624432.157346	CgRjRM3hOYbM6Ptch9	10.11.21.102	49190	216.58.216.68	80	SYN_inside_connection	-	F	zeek
1568624432.157351	CJA81pLlYbyhBu5g4	10.11.21.102	49192	216.58.216.68	443	SYN_inside_connection	-	F	zeek
1568624432.157483	CjvIB13mLKS5FskRn5	10.11.21.102	49194	92.53.78.210	443	SYN_inside_connection	-	F	zeek
1568624432.701862	CYtHqZ2gQPyMVEnlg	10.12.6.101	49171	104.196.177.83	80	SYN_inside_connection	-	F	zeek
1568624432.702016	Cqx4cSg9PQ6I9H1J4	10.12.6.101	49183	46.248.168.49	80	premature_connection_reuse	-	F	zeek
1568624432.709854	CXwwCh3XKwgXBxQQmd	10.12.6.101	49191	94.242.198.167	1488	premature_connection_reuse	-	F	zeek
1568624432.806697	CZaFs44cv5U8o3i8rg	10.220.170.150	44556	74.125.34.46	443	active_connection_reuse	-	F	zeek
1568624432.865383	CQmzqq1qsEcdFq5VP7	10.220.170.150	44558	74.125.34.46	443	active_connection_reuse	-	F	zeek
1568624433.250847	CKoC65xg6svEtHv7f	10.7.10.101	49210	205.209.188.189	80	bad_HTTP_request	-	F	zeek
1568624433.250887	Cq1SWZdspaMQlu0c8	10.7.10.101	49245	144.217.100.243	80	bad_HTTP_request	-	F	zeek
1568624433.250887	Cq1SWZdspaMQlu0c8	10.7.10.101	49245	144.217.100.243	80	line_terminated_with_single_CR	-	F	zeek
1568624433.251442	CU4WS83t9CBoZgNpMi	10.7.10.101	49553	91.92.126.143	80	bad_HTTP_request	-	F	zeek
1568624433.251442	CU4WS83t9CBoZgNpMi	10.7.10.101	49553	91.92.126.143	80	line_terminated_with_single_CR	-	F	zeek
1568624433.251860	CquZe115wYdwmYoKii	10.7.10.101	49767	184.25.56.237	80	bad_HTTP_request	-	F	zeek
1568624433.251860	CquZe115wYdwmYoKii	10.7.10.101	49767	184.25.56.237	80	line_terminated_with_single_CR	-	F	zeek
1568624433.251989	C75Rc24IO9JRTEUMW5	10.7.10.101	49828	95.84.190.238	80	bad_HTTP_request	-	F	zeek
1568624433.251989	C75Rc24IO9JRTEUMW5	10.7.10.101	49828	95.84.190.238	80	line_terminated_with_single_CR	-	F	zeek
1568624433.252572	CX5or74LMPjjh9mJ98	10.7.10.101	50043	203.230.208.42	80	bad_HTTP_request	-	F	zeek
1568624433.252572	CX5or74LMPjjh9mJ98	10.7.10.101	50043	203.230.208.42	80	line_terminated_with_single_CR	-	F	zeek
1568624433.252865	CMEGeA6XXGPl2jOdh	10.7.10.101	50084	54.76.31.12	80	bad_HTTP_request	-	F	zeek
1568624433.254598	CZSlQo2qqZLRnEKN4	10.7.10.101	50649	23.198.35.117	80	bad_HTTP_request	-	F	zeek
1568624433.254598	CZSlQo2qqZLRnEKN4	10.7.10.101	50649	23.198.35.117	80	line_terminated_with_single_CR	-	F	zeek
1568624433.254636	CEw6bpbjD3d5Zpmmg	10.7.10.101	50650	185.85.17.78	80	bad_HTTP_request	-	F	zeek
1568624433.255330	Cy86dB26KA5IGYt0x3	10.7.10.101	50853	189.140.4.23	80	bad_HTTP_request	-	F	zeek
1568624433.255330	Cy86dB26KA5IGYt0x3	10.7.10.101	50853	189.140.4.23	80	line_terminated_with_single_CR	-	F	zeek
1568624433.255541	CcaaEd24ZEIgVtYXlk	10.7.10.101	50868	172.250.162.108	80	bad_HTTP_request	-	F	zeek
1568624433.255541	CcaaEd24ZEIgVtYXlk	10.7.10.101	50868	172.250.162.108	80	line_terminated_with_single_CR	-	F	zeek
1568624433.255571	ClhbsI1N0f3H0MnYia	10.7.10.101	50889	68.163.73.122	80	bad_HTTP_request	-	F	zeek
1568624433.255669	CZuUQ13XiBd6V57xWg	10.7.10.101	50984	213.237.110.21	80	bad_HTTP_request	-	F	zeek
1568624433.265072	CKoC65xg6svEtHv7f	10.7.10.101	49210	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.265081	CpGyub4rBRd0lyww7c	10.7.10.101	49212	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.265125	CWOFPt15V7R98Ksew	10.7.10.101	49249	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.265167	C4kuP01u7UDhLH8CL5	10.7.10.101	49268	64.25.118.41	443	premature_connection_reuse	-	F	zeek
1568624433.265453	CH1xI71xpe8jnJDcV4	10.7.10.101	49462	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.265466	CnOvWy2DvjG2xifI6a	10.7.10.101	49466	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.265493	CQAN7AQbZEyvgKtQ7	10.7.10.101	49473	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.265556	CUG2xf1Jr3Lw5qSV38	10.7.10.101	49506	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.265755	CSTuKl4DIAyI0z7ee5	10.7.10.101	49609	108.203.10.196	443	premature_connection_reuse	-	F	zeek
1568624433.265944	CWtbTD307xoSbktw25	10.7.10.101	49720	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.265961	CH0UiuQFsKS1vYoMe	10.7.10.101	49730	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.265981	CNuJsh221UFTqUhmd8	10.7.10.101	49734	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.266245	CInvqiNrM6ebPwXkd	10.7.10.101	49763	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.266331	CK8DPD2eVAMUFB0Qt4	10.7.10.101	49832	41.227.32.100	80	premature_connection_reuse	-	F	zeek
1568624433.266609	CJNukZ3V3u2ZAQElal	10.7.10.101	49953	108.203.10.196	443	premature_connection_reuse	-	F	zeek
1568624433.266634	CNaRIm1KUjZf1qGnP2	10.7.10.101	49974	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.266647	Cr0b5P3WjPtUItkhS1	10.7.10.101	49989	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.266655	CibyWakFw53sxyP9e	10.7.10.101	49995	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.266916	CYrXOz4c8mxKO9ZiM9	10.7.10.101	50023	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.266937	CX5or74LMPjjh9mJ98	10.7.10.101	50043	203.230.208.42	80	premature_connection_reuse	-	F	zeek
1568624433.266940	CbZlN81r3hKbjQZ3k6	10.7.10.101	50044	203.230.208.42	80	premature_connection_reuse	-	F	zeek
1568624433.266982	CMEGeA6XXGPl2jOdh	10.7.10.101	50084	54.76.31.12	80	premature_connection_reuse	-	F	zeek
1568624433.266985	CdqAaK21eun7MUwuV8	10.7.10.101	50086	54.76.31.12	80	premature_connection_reuse	-	F	zeek
1568624433.266990	CNECk12zoyYfF0yl0h	10.7.10.101	50088	54.76.31.12	443	premature_connection_reuse	-	F	zeek
1568624433.267355	CcE9vR3PtEKYcTnoeh	10.7.10.101	50237	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.267372	CcbKai2Gf7PcIrV5k8	10.7.10.101	50259	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.267389	CuDl6h2Rf631dWeQ2i	10.7.10.101	50264	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.267413	CQaNCf1SeimSg2qfJj	10.7.10.101	50287	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.267699	CQF2cr4637JX3gk1Vk	10.7.10.101	50306	203.230.208.42	80	premature_connection_reuse	-	F	zeek
1568624433.267705	CLi2ru21iTxDa17Jld	10.7.10.101	50313	108.203.10.196	443	premature_connection_reuse	-	F	zeek
1568624433.267709	CZTcYU15wSGhvq4sFb	10.7.10.101	50314	170.11.37.45	443	premature_connection_reuse	-	F	zeek
1568624433.267754	Coj2JU2VF9lBdook0h	10.7.10.101	50352	54.76.31.12	80	premature_connection_reuse	-	F	zeek
1568624433.267757	CNcOG63APDWlvnCop2	10.7.10.101	50355	54.76.31.12	443	premature_connection_reuse	-	F	zeek
1568624433.268143	C1RmWd1KKywHkQ5CD6	10.7.10.101	50500	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.268175	CTETyrvJIxzlt01v3	10.7.10.101	50527	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.268185	C1jHHXpm3e6yKPdn1	10.7.10.101	50532	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.268206	CgoN3u4Dv72JhJIc5j	10.7.10.101	50550	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.268418	CcOZOZ3wie2zovngVg	10.7.10.101	50569	203.230.208.42	80	premature_connection_reuse	-	F	zeek
1568624433.268425	CCCFju2T7ir3wNqqMj	10.7.10.101	50577	64.25.118.41	443	premature_connection_reuse	-	F	zeek
1568624433.268451	CxyAc520hgNfw2rWV2	10.7.10.101	50617	54.76.31.12	80	premature_connection_reuse	-	F	zeek
1568624433.268454	CLG0V82Zp15Bj69JWk	10.7.10.101	50621	54.76.31.12	443	premature_connection_reuse	-	F	zeek
1568624433.268501	C0oLPy2AnkhSdGKoeg	10.7.10.101	50665	108.203.10.196	443	premature_connection_reuse	-	F	zeek
1568624433.268722	ChUnE14MkNXthxgVRl	10.7.10.101	50759	205.209.188.189	80	premature_connection_reuse	-	F	zeek
1568624433.268959	CgDibx2eqPZvH4ZNpf	10.7.10.101	50790	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.268967	CRuiqJ1i4NVaIdrIfg	10.7.10.101	50793	47.53.52.179	443	premature_connection_reuse	-	F	zeek
1568624433.268981	C6RnLz1KJlWgXeXTei	10.7.10.101	50809	193.106.179.26	443	premature_connection_reuse	-	F	zeek
1568624433.269006	COI4sD3jUDoJOtFp9l	10.7.10.101	50827	203.230.208.42	80	premature_connection_reuse	-	F	zeek
1568624433.269015	CBgvKOHJF9LVLNdmf	10.7.10.101	50837	64.25.118.41	443	SYN_inside_connection	-	F	zeek
1568624433.269032	Cy86dB26KA5IGYt0x3	10.7.10.101	50853	189.140.4.23	80	premature_connection_reuse	-	F	zeek
1568624433.269051	CcaaEd24ZEIgVtYXlk	10.7.10.101	50868	172.250.162.108	80	premature_connection_reuse	-	F	zeek
1568624433.269057	CLcY6Ru7Itqp2BSsj	10.7.10.101	50874	54.76.31.12	80	SYN_inside_connection	-	F	zeek
1568624433.269067	C45d4b31CSGt2RYfAa	10.7.10.101	50876	54.76.31.12	443	premature_connection_reuse	-	F	zeek
1568624433.269078	CsSkbu1xw5NZY0FUn1	10.7.10.101	50882	41.227.32.100	80	premature_connection_reuse	-	F	zeek
1568624433.269088	ClhbsI1N0f3H0MnYia	10.7.10.101	50889	68.163.73.122	80	premature_connection_reuse	-	F	zeek
1568624433.269458	CUCb711FeyS2WHYb25	10.7.10.101	51010	108.203.10.196	443	premature_connection_reuse	-	F	zeek
1568624433.269471	Cs6dDr40hJkjUkzWx6	10.7.10.101	51023	205.209.188.189	80	SYN_inside_connection	-	F	zeek
1568624433.572563	CTW4Cy3GEY4hy3qPt6	10.220.170.150	44560	74.125.34.46	443	active_connection_reuse	-	F	zeek
1568624433.809845	Cl1ICb4upRMP0yczX	10.220.170.150	44562	74.125.34.46	443	active_connection_reuse	-	F	zeek
1568624434.327330	CokfHx1xydugybhBBc	10.8.1.101	49213	0.0.0.0	80	SYN_inside_connection	-	F	zeek
1568624434.327338	CPQC7R2HJR5sfMkJai	10.8.1.101	49238	80.77.82.41	80	SYN_inside_connection	-	F	zeek
1568624434.940640	CDfU2e1xiJ2wZP6gIc	10.4.18.107	49172	74.220.215.92	80	premature_connection_reuse	-	F	zeek
1568624435.441325	CrfnMK10TzxSEVsWbk	10.6.30.101	50933	89.18.27.34	53	premature_connection_reuse	-	F	zeek
1568624435.441341	CLjKA22z14m3scc2D6	10.6.30.101	63029	185.133.72.100	53	premature_connection_reuse	-	F	zeek
1568624435.441347	CcjSEl22p8nhEqH6lk	10.6.30.101	62447	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.441355	CWloygdObY0vXa1Mj	10.6.30.101	62448	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.441550	Ca4WNm2ZxdZ3aKApog	10.6.30.101	53617	23.94.5.133	53	premature_connection_reuse	-	F	zeek
1568624435.441556	C1yZmmqqwOsi7L4D4	10.6.30.101	53459	51.255.48.78	53	premature_connection_reuse	-	F	zeek
1568624435.441572	CnQWXhCiDSsMQrbnj	10.6.30.101	58134	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.441579	CdFLRdj7Y4tWaNR9l	10.6.30.101	58135	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.441879	CSWhZV2JsnEHcPgoF5	10.6.30.101	57354	52.174.55.168	53	premature_connection_reuse	-	F	zeek
1568624435.441888	CJmWui14aHFRL9oJJa	10.6.30.101	57355	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.441897	CWB5Pn1OmjF3yb2z45	10.6.30.101	56162	23.94.5.133	53	premature_connection_reuse	-	F	zeek
1568624435.441904	Cw3Jsj4teh63nzTNN7	10.6.30.101	55408	51.255.48.78	53	premature_connection_reuse	-	F	zeek
1568624435.441921	CNTUrl2F0dpla5K651	10.6.30.101	52266	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.441944	C5sbAc2JXQSIDs5B9a	10.6.30.101	49356	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.441950	Ctrv8e3P8JZDnDXM47	10.6.30.101	49357	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442163	CwXwNF4oImOrfJNEh1	10.6.30.101	64618	51.255.48.78	53	premature_connection_reuse	-	F	zeek
1568624435.442175	CpspUu1jcXym5t2U2d	10.6.30.101	64619	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442331	C7Dr491IOXoGDNJHI3	10.6.30.101	61796	23.94.5.133	53	premature_connection_reuse	-	F	zeek
1568624435.442338	CHkyty1k9urpJJTzxb	10.6.30.101	58675	51.255.48.78	53	premature_connection_reuse	-	F	zeek
1568624435.442352	CMwvqY2n162hTYJzAf	10.6.30.101	52313	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442358	CtHNl55zEqaDtveTb	10.6.30.101	52314	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442367	ClFima39pBU2amO1W3	10.6.30.101	54852	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442379	C7T26C3zmSvlpzeIYd	10.6.30.101	50526	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442384	CvoInc18vJqNSHRIDd	10.6.30.101	54888	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442399	C6dXgI3zgE9xoonIg4	10.6.30.101	54890	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442417	CZ7I93dVXPBmQrlzj	10.6.30.101	54069	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442424	CHZOy24i4zFM2dTVoc	10.6.30.101	54070	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442895	CBQVQj2uaig1UQ3Ib9	10.6.30.101	61382	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442898	CVZjjT1Fb9dydqc42d	10.6.30.101	61383	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442903	CHtPKIdjVquhw0B96	10.6.30.101	65428	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442910	CLUFxy2yn4TlSwG8pa	10.6.30.101	64177	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442914	CIaMZv4dIM3KOacDkh	10.6.30.101	54199	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442924	CpoA2I3AWZ6Eb4O6Yk	10.6.30.101	49321	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442927	C5H4Kf2fIi8xXDOpBh	10.6.30.101	49322	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.442951	CHi1Vj3WtpBSpAbXnh	10.6.30.101	49517	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442962	CHcLs62uj9Qxf5EVS6	10.6.30.101	60063	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.442965	CKDaoD246a7hUUAUcj	10.6.30.101	60064	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.443377	CJJEAR1GtZJiiUCVEd	10.6.30.101	52836	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.443380	CYRIzD2N4sqJkrj1Md	10.6.30.101	52837	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.443776	CvOKKW33MPHDT9cXu4	10.6.30.101	61281	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.443781	CK0rB4OeCUk5Cxfy1	10.6.30.101	51478	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.443787	CAh0NV3gnEooRoLzf5	10.6.30.101	57827	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.443792	C7fOMc2TqIqI8kn9yi	10.6.30.101	51284	96.90.175.167	53	premature_connection_reuse	-	F	zeek
1568624435.443802	CiJDGq9uH8hyE843d	10.6.30.101	49825	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.443805	CFoef81zvFrmOaOaDc	10.6.30.101	49826	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.443840	CeAydxfAUIBTdOtma	10.6.30.101	50178	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.443843	Cus2Kl1FZdqCJbt5Ia	10.6.30.101	50179	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.443857	CCY0Kj3aPzH72lb1b7	10.6.30.101	63222	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.443862	CrWnsG2nWZiLPaFUFh	10.6.30.101	52392	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.443866	CVeaLJ1OdF71vMo1M5	10.6.30.101	52393	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.443872	CnmcUr2kP2MRChbaya	10.6.30.101	65199	52.174.55.168	53	premature_connection_reuse	-	F	zeek
1568624435.444137	Ca4WXp4GVYmC5kgBfg	10.6.30.101	52478	130.255.78.223	53	premature_connection_reuse	-	F	zeek
1568624435.444140	CRsUcj3OomsqPqokh6	10.6.30.101	61916	130.255.73.90	53	premature_connection_reuse	-	F	zeek
1568624435.444145	CCnEWG1YXKphLJdD2k	10.6.30.101	61917	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.444532	Cng8nd3AV6RqR4Bhe3	10.6.30.101	57295	193.183.98.154	53	premature_connection_reuse	-	F	zeek
1568624435.444537	C867WV2aUvU4cVwTzg	10.6.30.101	62760	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.444540	CaoUT414ZtRWuqkAd5	10.6.30.101	62761	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.444573	Cl3n9648Yr8oAFUKVg	10.6.30.101	64073	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.444576	C6qci13FrXg7W5FUl2	10.6.30.101	64074	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.444580	Cc0Zmh2Uh5EjneJga7	10.6.30.101	62644	52.174.55.168	53	premature_connection_reuse	-	F	zeek
1568624435.444583	CDcv3x4HM0ecSbGHU3	10.6.30.101	62645	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.444587	CIfpd8318RdCcBs3ee	10.6.30.101	54177	87.98.175.85	53	premature_connection_reuse	-	F	zeek
1568624435.444590	CMibpG17lhUydhUbJb	10.6.30.101	54178	49.51.37.177	80	premature_connection_reuse	-	F	zeek
1568624435.922760	CjnpJL3jECkhiKpJ9l	10.5.16.101	49168	101.0.99.38	80	premature_connection_reuse	-	F	zeek
1568624436.936165	CXwbnd32wdE5VrBWoh	10.4.19.103	49181	216.117.150.240	80	SYN_inside_connection	-	F	zeek
1568624436.936342	CXrfV41oG7Js2j5TJ7	10.4.19.103	49182	216.177.132.93	4143	SYN_inside_connection	-	F	zeek
1568624437.470193	CZWJJK2Jgnmpkunati	10.5.25.107	49212	54.243.147.114	80	SYN_inside_connection	-	F	zeek
1568624437.470213	C6fpPZ11P0HAsPG0lb	10.5.25.107	49213	212.129.51.160	80	SYN_inside_connection	-	F	zeek
1568624437.470249	Cm8BOlQhM1YEhvU0c	10.5.25.107	49214	50.62.110.1	80	SYN_inside_connection	-	F	zeek
1568624437.967326	CED1le27A7ahbCD1Q	10.12.6.104	49169	82.202.238.203	80	premature_connection_reuse	-	F	zeek
1568624437.967563	CuO5B94ved7XPNrKQi	10.12.6.104	49158	184.73.220.206	80	premature_connection_reuse	-	F	zeek
1568624437.967587	CjKk7nXMACAJMwSc2	10.12.6.104	49160	193.169.189.72	80	premature_connection_reuse	-	F	zeek
1568624437.967634	CBPGpu3EJHGatbexUd	10.12.6.104	49161	185.48.56.139	80	premature_connection_reuse	-	F	zeek
1568624437.967728	CPUmZs4mV71Z3CbKPj	10.12.6.104	49162	185.48.56.139	80	premature_connection_reuse	-	F	zeek
1568624437.968527	CKrHO123eo8UhMxv4e	10.12.6.104	49163	185.48.56.139	80	premature_connection_reuse	-	F	zeek
1568624437.968535	CBYFas3xqamiDodF0l	10.12.6.104	49164	185.48.56.139	80	premature_connection_reuse	-	F	zeek
1568624437.968544	CvihhI2KxYGVkSpZB8	10.12.6.104	49165	185.48.56.139	80	premature_connection_reuse	-	F	zeek
